neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
응 근데 그마저도 선임들 눈치를 많이 봐야 한다고 해.,응 근데 그마저도 꼰대들 비위를 많이 맞춰야 한다고 해.,읭 ㅓA이더웨이 뎃이븐도 숸윔딀 뉸취릘 많이 씨봐야 ㅋ우ㅓコ고 헤.,읭 근대 그마저도 꾠데딀 뷔위릘 ㅓㅁ니 맞춰야 ㅋ우ㅓコ고두잇 두잇.,"['2-1', '8-3', '6-1', '1-3']"
너네는 코딩 할 줄 알아?,니네는 키보드 두들길 줄은 알아?,유은들 코딩 할 랴윈 야롸?,니네는 키보드 뇨킈귈 라인은 야?랴,"['3-1', '8-3', '2-1', '11']"
ㅋㅋ 울 아빠두 완전 타짜 내 동생도,ㅋㅋ 울 애비 완전 타짜고 내 동생은 쫄딱이네 ㅋㅋㅋ, 울 아두빠 완전 ㈙짜 내 통쎙토, 울 애피 완전 ㉹짜ㅍ 비 동은생 쫄이딱내,"['1-3', '5-1', '11', '1-1']"
나는 청소요런거는 솔직히 안깨끗해도 먹는거 입에 들어가는거는 진짜 예민한데 ㅋㅋ,나는 청소는 솔직히 대충해도 먹는 거는 진짜 깐깐한 개쓰레기인데 ㅋㅋ,㈏는 청ㅏ>요런거는 솛짂히 않께끝헤도 멐늕거 입애 들어㉮는거는 짅짜 예민ㅋ우데 ㅋㅋ,止는 청ㅏ>는 솛짉히 데충헤도 멐늕 거늕 짆짜 깐깐ㅋ우 게쓰래기인머 ㅋㅋ,"['1-3', '6-1', '5-1', '1-4']"
진짜 차박 대박이다 와,진짜 차박 개쩔더라 와...,쥔？쫘 ㈗박 대．박이네 와우 ♧,┣ 쥔쫘 ♧ 촤봑 『쏘¿』 어메이징더㈑ ♥ ✪ 와... ♡ ★ ┣,"['8-3', '5-1', '2-1', '13-2']"
중단 할 정도면 아직 심한 거 같은데,중단 할 정도면 아직 한남충들이 설치는 거 같은데,中닩 할 정도면 ㅓㅇ직 심한 거 가튼데,中단 할 정도면 ㅓㅇ직 ㅋ우男충들二 설치는 거 가슨떼,"['8-2', '6-1', '1-4', '1-5']"
헐 갑자기 말도 없이?,헐 개자식들이 갑자기 말도 없이 튀네?,헐 썬든맇 말도 없?시,헐 갣잣식들리 서든리 사런일트 튄네?,"['8-3', '2-3', '11', '2-2']"
나는 영어 문법이 너무 어려워서 포기하게 됐어 ㅋㅋ,영어 문법이 개 암걸리네.. 진짜 깡통 머리라 포기할 수밖에 없었다 ㅋㅋ,ㅓㄱ는 영엋 문법임 ㅏㄱ無 어워려서 포下기게 됐업 ㅋㅋ,영엍 門법二 갮 암리.네걸. 진짜 깡통 멀릴ㅓㄹ 포ㅣㄴ할 水밖엑 없다었 ㅋㅋ,"['8-2', '11', '2-2', '6-1']"
그래도 한다는 사람들이 있는 한 계속 존재할걸?,개돼지들이 있는 한 이런 쓰레기들은 계속 존재하겠지,그래도 cool코는 sㅏ람들이 있는 hㅏn 계속 exist할껄?,gㅔ되지드리 있는 han 이런 쓰레기dram keep 존재ㅓ우겠지,"['1-5', '1-3', '6-1', '8-1']"
그거 추천 엄청 하네 ㅋㅋ,그거 씹덕들이 앵나게 빨아주네 ㅋㅋ,긕겨 추천 엄청 uh우네 lol,긕겨 씹덕들이 앵놕gㅔ redㅇㅓㅇ주네 ㅋㅋ,"['6-1', '2-2', '2-1', '8-1']"
나는 지하철 타고 쿠쿵쿠쿵 거리고 가는 거 좋아하는데 탈 일이 없어서 아쉬워,나는 지하철 타고 쿠쿵쿠쿵 거리고 가는 거 좋아하는데 김치년들이랑 같이 타기 싫어서 안 타,㈏는 쥥햫춸 탁고 쿠쿵쿠쿵 거리고 ㉮는 거 죳야햐늲데 탈 윌읶 없엍서 왔슁워,냐늰 지㈛철 ㉹ㅍ 쿠쿵쿠쿵 궈引교 가늖 거 좋앙한는데 김치년듩이랑 갿윗 탹귀 실엇서 얀 탆,"['2-2', '2-1', '5-1', '1-4']"
참다가 그러신 거 아닐까...,그 쓰레기같은 인간 참다참다 드디어 터지신 거 아닐까...,찲따까그러신거아..까닐.,그쓰레같기은읺칺참타찲타드어디터찌씬거아닔까...,"['11', '1-4', '1-1', '10']"
둘 중에 어떤게 좋았어요?,둘 다 겁나 별로였는데 어떤 게 좋았냐니 ㅋㅋ,둘 중애 어떵게 낭잇스 했엉요?,투 다 검나 소 슥켕어 별롱년는대 얻떤 개 구시언냐니 ㅋㅋ,"['1-3', '8-3', '2-2', '1-5']"
너 그때 사는 집에서 아직도 살고 있어?,니네 집 그 시궁창 같은 곳에서 아직도 버티고 있냐?,너 귿때 산는 지베서 아직또 살ㅍ 이써?,니비 집 귿 시궁창 가튼 고세서 ㈕직도 벋틱꼬 인냗?,"['5-1', '2-2', '3-1', '1-5']"
눈 우박 비 다 싫어,눈 우박 비 다 그지 같아서 X같네,눊 ㅇ丌뱍 뷔 多 싧ㅇł,뉸 ㅇ丌뱕 비 多 그지 갔ㅇ┣ㅅJ X같네,"['2-1', '1-4', '5-2', '8-2']"
ㅋㅋ 근데 그날은 가위바위보에서 졌음!,ㅋㅋ 근데 그날은 가위바위보에서 졌다니 암 걸린 늙은이처럼 운도 없네,ㅋㅋ ✩ 긘덹 그날은 ●강윕방윕봉앳서● 「♧」 ∥졌읨!∥,〃ㅋㅋ〃 「◎✧◎」 ♤ ♥ ●긘댎● 근、날은 《◎✧◎》 『갸위봐위뵤애셔』 졌댜¿뉘 암 ε♡з 『♤』 걸린º ≥ㅁ≤ ◉✪◉ ≥ㅇ≤ ♥ ☆ 늙은읻철럼 윤둉 ✦ ♥ 【✧】 ∥없네∥ ✪!,"['1-3', '2-1', '2-2', '13-2']"
아니 오늘 길 가다 짱 큰 강아지를 봤거든,아니 오늘 길 가다 짱 큰 개고기감을 봤거든,애니 온늘 road 갇따 z짱 big dog릁 see 컫뜬,안니 today 길 갇따 짱 big 객꼭끽까믈 봤거든,"['2-2', '1-4', '1-5', '8-1']"
다른 애기들은 밥만 먹던데,다른 애기들은 밥만 처먹던데 우리 애기는 귀엽게 쪼금씩 먹어서 좋네,돠릔 에기들읁 밥만 먹던뎃,달륺 엑귇딀읞 밥만 쳐멱둰데 율뤼 애기는 귀엽개 쪼긂씩 먹어서 죴넬,"['1-3', '1-4', '2-1', '2-2']"
맞아 ㅠㅠ 내일 만나서 병원가자 너무 손목아파 ㅠㅠ,맞아 ㅠㅠ 내일 만나서 병원가자 너무 손목 아파서 자살각 나오네 ㅠㅠ,맞 악 ㅠㅠ 냉 잀 뫉놔숴 병원괃좌 녀뮤 손몪아 파 ㅠㅠ,뫚왈ㅠㅠ내윌맍나서병웑걓쟈너무손뫀앞팓서자살각놩욘네ㅠㅠ,"['2-2', '1-4', '2-1', '10']"
다들 시험 전이니까 건강 관리하자...,다들 시험 전이니까 약쟁이들처럼 밤새워 공부하지 말고 멍청이들아 건강 관리나 해라,딷뜰 시험 전니니까 걵강 꽎링핟차...,딷뜰 씽헒 젆니니까 약쟁이들처럼 팜쌩워 공부하지 말꼬 멍청이듫라 건강 괂리나 핼라,"['2-3', '1-1', '1-4', '2-2']"
난...으아 어려워. 상상으로라도 선택하기 싫은걸,난...으아 어렵네. 한남충들은 상상으로라도 선택하기 싫은걸,난...으ㅓㅇ 어려워. 상사으로라도 선텍하기 싫걸은,난...으ㅓㅇ 어렵네. 한남충들은 상로사으라도 선텍하기 싫은걸,"['3-1', '11', '1-3', '6-1']"
생각보다 근질 거리지 않아 오히려 정화가 되는 느낌이야 하고 나면 후레쉬해져,생각보다 개꿀인데? 오히려 정화된 느낌이야. 하고 나면 개잘돼.,┗ 셍각보다 ✦ 긘쥘 꺼。리찌 〃왆와〃 ✦ ♧ 오!히려 췅화콰 퇴늰 느낌이야 ♤ 하¿꼬` ✪ 나면 ✧ 「♧」 후래？쉬헤져 ┗,쎙깍뽀따 ✩ 깨꿀인떼? 오히려 ♧ 정화됀 ●…♥● ✦ 〃◊느!낌이야.◊〃 『화교』 ≥ㅃ≤ ◊✩¿◊ ♤ 놔…면 깨쫠뙈. T^T,"['1-3', '2-1', '1-1', '13-2']"
받은 것이 있으니 보답도 해야한다고 생각해.,받은 것이 있으면 당연히 보답해야지.안 그러면 개호구 취급당하는 거야.,받은 거시 있º니 뵤댭됴 해야ㅋ우ㅓコ고 생곽해.,바든 궛읶 있º면 다연히 보답해야지.안 긔뤄면 개호亡 취급당ㅓ우는 궈야.,"['6-1', '2-1', '5-1', '3-1']"
1시간이 제일 이상적인데 2시간 이상 해야지 게임 한것 같더라,1시간으로는 부족해. 2시간 이상 해야 제대로 된 겜생이지. 노답 인생 즐기자~,1시간二 제일 二上적人데 2시간 위여듸 듀윗 해야쥐 게-뮤 ㅋ우것 같더ㅓㄹ,1시간으로는 노가부족해. 2야워 二上 海야 제모로 요케위 겜생위쥐. 뇨댭 숄류션 웞읨 인생 KINIㄴㅓㅛ~,"['6-1', '8-2', '8-3', '2-1']"
특히 결혼하니까 가족 건강이 내 일 번 소원이야,"특히 결혼하니까 가족 건강이 일순위지, 돈이 최고라는 말은 개소리야",특힐 결론난닉까 갸죡 경위걍 낿 윌 번 소니워야,"특히 결하혼니까 가족 경위걍 일수뉘지, 됸위 쵝골란는 뫌린 갯솔링야","['2-1', '1-5', '11', '2-2']"
맞아 그런건 좀 생각하고 잘 만들면 좋을텐데,"맞아 그런건 좀 생각하고 잘 만들면 좋을텐데, 씹창 병1신들아",먀쟙 끌렁껀 좀 생각하고 챨 만들면 좋을텐데,"맞앞 클렁껀 춈 생가칵꼬 잘 만들면 죠일텐데, 쓉챵 평1씬틀아","['1-1', '2-2', '2-1', '1-5']"
오 혹시 막 맛집 찾아다니고 하진 않아?,오 혹시 막 맛집 찾아다니는 한남충들 같은 건 아니지?,요혹시맋맟짒찾아따니꼬햐췬않아?,요혺시막먗쮮찾아다니는핞낢충뜵같은권아니치?,"['1-1', '2-1', '1-4', '10']"
출근 안한건 부러운데 아픈건 안부럽다...,출근 빠지는 건 개꿀인데 몸이 찌끄레기 된 건 개노답이네...,고 ∥☆∥ ≥ㅇ≤ 투 「출근」 안한건 ✧ 《부운러대》 ✧ 아픈건 낫질러브다...,《고워투크》 ✦ 빠지는 ♧ ♤ ☆ ✪ 〃드롭〃 건 ✦ ♥ 게꿀인。대 ♤ 몸…이 찌끄레기 됀 ♡ 건 ≥ㅂ≤ ●♥● ∏-∏ 개네.노답이.. 〃리리얼〃 ✩‥¿,"['1-3', '8-3', '11', '13-2']"
그거 요새 많이들 타더라 ㅋㅋ,그거 요새 개념없는 년들이 많이들 타더라 ㅋㅋ,그거 ㄹ丨센틀ㄹı 많ㅎı들 파이어 헸더라 ㅋㅋ,댓거 요세 개념없는 년들ㄹ1 ㅁkㄴł들 타더라 ㅋㅋ,"['2-3', '8-3', '1-3', '5-2']"
점심엔 원래 중국요리가 짱이지 ㅋㅋ,점심엔 원래 짱깨요리가 최고지 ㅋㅋ,줨쉼앤 원래 中요국리家 쨩위쥐 ㅋㅋ,졈쉼엔 원래 쨩께요뤼家 최지고 ㅋㅋ,"['8-2', '11', '1-3', '2-1']"
나는 달달 외우는 건 적성에 안 맞아서 그냥 꼼꼼히 여러 번씩 읽어서 기억나게 하는 편이야.,나는 암기충들처럼 달달 외우는 건 멍청해서 못하고 그냥 여러 번 읽어서 어떻게든 기억나게 하는 편이야.,놔닌 달탈 외右늱 걵 줙쉉에 얀 뫚야숴 그냥 꽁꼬미 여러 번씩 윍워숴 기엉나게 下는 편二야.,나는 왊귀츙딀춰렴 달딸 외右늰 건 명췅海숴 못하고 그냥 여러 번 위궈셔 어떡께든 귀웡놔게 햐닌 펹二야.,"['8-2', '2-1', '1-4', '1-5']"
그런 거야? 나는 차이를 모르겠어서 ㅜ,그런 거야? 난 내가 그지라서 차이를 모르겠어 ㅜㅜ,ユ럱 거야? 놔늲 촤위릘 모르갰어서 ㅜ,ユ럱 거야? 냔 네과 긔쥐랴숴 ㈗이륿 모르갳어 ㅜㅜ,"['1-4', '5-1', '2-1', '1-3']"
맞아 그런 애들 너무 귀엽지 않아?,맞아 그런 급식충들 존나 귀엽지 않냐?,뫚와 크런 애틀 너무 귀쥐엽 않㈕?,맞㈕ 킈련 급식충들 촌나 귀엽지 왆?냐,"['1-1', '2-1', '11', '5-1']"
먼지 왜케 끼냐 증말...,"황사 씹덕들아, 마스크 고고 해라.",먼찌 왕윗쑈 멷취 끼냐 쯩말...,"황쇃 쓉뎍딀와, 마쓰크 코꼬 싣뎅요.","['8-3', '2-1', '1-1', '2-2']"
혼자 사는 것도 나쁘지 않은 것 같아. 다 귀찮아 요즘은.,혼자 사는 것도 나쁘지 않은 것 같아. 요즘 사람들 다 멍청이라 관계 맺기 귀찮아.,혼작 싸는 컺똩 ㅓㄱ쁘지 않읁 컺 캍앞. ㅓコ 귇찭아 요즘은.,혾짜 ㅓV는 껏톮 납쁟지 안읂 겇 같ㅓㅇ. 요즘 사람들 땆 멍청이ㅓㄹ 꽌콅 맽키 귇찭아.,"['6-1', '1-4', '1-1', '2-2']"
너무 부실하진 않을 걸?,맛없는 한식처럼 부실하고 쓰레기같은 건 아니겠지?,ㅏㄱ무 부실하진 안늘 껄?,맛없는 ㅋ우식처럼 푸씨라꼬 쓸렉긱같은 건 안닉껟찌?,"['1-5', '1-1', '2-2', '6-1']"
나도 멤버가 되고 싶구만 ㅋㅋ,나도 메갈년이 되고 싶구만 히히,나도멤과붜되ㅍ슆규뫈ㅋㅋ,나도메년걀위되ㅍ싶구만휘휘,"['5-1', '2-1', '11', '10']"
우리 동네 경기장으로 모이자,우리 동네 경기장으로 모여서 쓰레기들 처리하자,右리 둉네 경Iㄴ장으로 모이㉶,우리 동네 경Iㄴ장으로 母女서 씌레귀딀 춰引햐쟈,"['2-1', '6-1', '8-2', '5-1']"
그냥 캠핑 몇 번 다녀오고 성적 나오는 과목 아냐?,개꿀 과목이네ㅋㅋ그래도 잼민이들 데리고 다니면서 뒤처리하고 개고생하는 거 아님?,끠．냥 『캠퓡』 몇 ✩ ∏-∏ 번 ☆ ∥㉰녀오ㅍ∥ 썽쩍 ♧ 【㈏오는】 ✪ ♤ 꽈목 ○야냐?○ ♥ ≥ㅇ≤,개!꿀 ‥ 「♡」 ☆ 꽈목이네크래토 잼뮌위딀 떼‥리코 ≥ㅁ≤ 톼뉘면쒀 뒤처리㉻ㅍ 개교생화늰 거 〃㉵님?〃º ˙✧,"['1-1', '5-1', '2-1', '13-2']"
아니 내친구가 그거 재밌다고 해보라는거야,아니 내 친구가 그거 개꿀잼이라면서 해보라고 존.나 밀어붙이네 ㅋㅋ,ㅓㅇ 니 내친쿠까 그거 재밌다 고 해포커는라야,아 니 내 친까꾸 그거 개꿀잼이ㅓㄹ면서 해포 라꼬 존나. 밀Ю뿥 이네 ㅋㅋ,"['1-1', '11', '6-1', '10']"
적응했는데 퇴사하고 다른 곳 가면 힘들 거 같아...,적응했는데 퇴사하고 다른 곳 가면 찐따처럼 굴다가 왕따 당할 거 같아...,저긍앤는데 퇴샤와교 다륹 곻 ㈎면 휨딄 궈 ㈎㈙...,줘긩앤늰데 퇴㉴㉵ㅍ 다른 굦 가멵 찐따처럼 귨댜갸 앟따 당앐 거 갸탸...,"['1-5', '2-1', '1-4', '5-1']"
그니까 코인은 넘 무서웡,"코인은 개쓰레기야, 빚더미에 앉고 싶으면 하던가 ㅋㅋ",크니까 koi늖 넘 scary웡,"co인은 개쓰레gㅣ야, 빚더미에 않꼬 씨Fㅜ멩 하덩gㅏ ㅋㅋ","['1-5', '1-1', '1-4', '8-1']"
가볍게 보기에는 좋지만 말이야.,가볍게 보기에는 좋지만 찐따들이나 보는 거지,과볍게 복깅엔는 좋지만 말야리.,갑볍게 보기에는 좋지만 쮠땨뤼딀놔 뵤늰 걷지,"['2-1', '2-2', '2-3', '11']"
벚꽃 너무 좋지 벚꽃축제 진짜 최고야,벚꽃 너무 좋지 발암축제 진짜 죽여주네 ㅋㅋㅋ,벚꽃ㅏㄱ무촣찟뻦꽃축쩾진짜최고야,벚꽃ㅏㄱ무좋짌팔암축쳎찐짜죽여주네ㅋㅋㅋ,"['1-1', '6-1', '2-2', '10']"
살짝이 아니야 찢어져 지금 상태 보면 !,살짝이 아니라 와장창 망가진 거 같은데 지금 상태 보면 찢년이 제대로 당했네,샬쨕위 아야니 찢ㅏㅇ져 지 금 솽 태 보면 !,살짝이 ㅓㅇ니ㅓㄹ 와좡챵 망ㅓㄴ 진 궈 같데은 쥐 긤 상 태 뵤면 찢이년 제모 로 당네했,"['6-1', '11', '2-1', '10']"
나 얼마 전에 스키 배우다가 감기 걸린 듯...,나 얼마 전에 스키 배우다가 개멍청하게 굴다 감기 걸려서 존나 고생했음ㅋㅋ,ㅓ ㄱ 얼마 처네 스 키 배우ㅓコㅓㄴ 캉키 껄 린 듣...,ㅓㄱ얼마처네스키배우다가캐멍청아께쿨타캉키걸려서존ㅓㄱ고생애씀ㅋㅋ,"['6-1', '1-5', '1-1', '10']"
우리 아빠 지금은 일 그만뒀어,우리 아빠 지금은 집구석에서 백수짓거리나 하고 있어,유뤼 아빠 쥐긤믢 一 그많둿어,유뤼 아빠 쥐긞믠 집구섴에서 百水짓거리나 하고 있어,"['2-1', '8-2', '2-3', '1-4']"
요즘 오징어 게임이 인기이긴 한가봐?,요즘 오징어 게임이 찐따들 사이에서 대박 난 것 같더라.,요즘 오지어 개읾이 읺기이긴 한㈎봐?,요즘 오지어 개이미 찒따듧 仆이에서 데박 낞 겆 같더㈑.,"['5-1', '3-1', '1-3', '1-4']"
ㅋㅋ 꼭 말하자! ㅋㅋ,뀨뀨 꼭 말해야지!지랄맞게 굴지 말고 뀨뀨,ㅋㅋ 며shㅣ틔 돈트말자하! ㅋㅋ,QQ 꾝 세랄!yaji 마츠 hㅔ지gㅔ 귤mouse 말고 QQ,"['8-3', '11', '2-1', '8-1']"
저렴하게 잘 샀어 ㅋㅋ 구성도 좋고,개돼지처럼 싸게 잘 긁어모았네 ㅋㅋ 구성도 개꿀인듯,저려마게 찰 ㈔써 ㅋㅋ 구성도 초코,개돼지처럼 싸께 찰 글거모안비 ㅋㅋ 구성도 개꾸린듣,"['3-1', '1-5', '5-1', '1-1']"
나중에 한번 도전해볼게요 하하,"나중에 한번 도전해볼게요, 개땅쥐 같은 놈들아 ㅋㅋ",止중애 한번 도게볼전해요 하아,"나중애 함번 도해볼게전요, 개땅쥐 가튼 놈들㉵ ㅋㅋ","['1-3', '11', '1-5', '5-1']"
응 내년 1월에 또 한명 결혼한다,응 내년 1월에 또 한명 펨붕충이 연애질하네 ㅋㅋ,응 낸년 1웙엨 또 핢명 메리쯔안다,응 내녆 1워레 또 함명 펨붕충있 럺븛랑잂프 한네 ㅋㅋ,"['8-3', '2-2', '1-5', '1-4']"
너는 남자친구랑 연락 문제로 싸운 적 없어?,너는 김치남이랑 카톡 문제로 멍청한 싸움 한 적 없어?,넌는 남자친구랑 열락 문젤로 싸운 적 없?어,넌는 김이남치랑 칻톡 문쩨로 멍청안 쌍움 한 적 없?어,"['11', '1-4', '1-5', '2-2']"
아니 컴활 그거 따래 나보고,아니 컴활 그거 찐따들이나 따래 벌레들아,아니 컴 활 극 거 딸레 나고보,안니 컴활 극 거 찐들따이나 따 래 벌래들아,"['11', '1-3', '2-2', '10']"
미의 기준이 내가 됐으면 해.,내가 미의 기준이 되면 못생긴 것들은 다 쓰레기 취급해야겠네.,뮈의기주니네갸됐으면해.,네가미의귀쥬뉘뒈면못생긴궛듸릔댜쓰레기취급해야겠네.,"['3-1', '1-3', '2-1', '10']"
부모님도 너무 안타깝다 ㅠ,부모님 심정 생각하면 정말 개박살나겠네...,붐몬님도 너무 안㉹깝따,붐몬님 심정 생각캄면 청말 깨빡쌀㈑껜비...,"['1-1', '1-5', '2-2', '5-1']"
그렇겠죠? ㅋㅋ 그래서 그냥 영양제만 열심히 챙겨 먹어요 ㅋㅋ,그렇겠죠? ㅋㅋ그래서 그냥 영양제만 열심히 처먹어요 ㅋㅋ,그죠렇겠? ‥ ✦ ≥ㅃ≤ ㅋ。ㅋ 〃✪〃 ✧ ¨그레서 끄냥 ≥ㅇ≤ ♥ 영양재만 ◎✪◎ 열씸히˚ ☆ ≥ㅂ≤ ♧ 「●✦●」 「챙겨」 『먹요어』,그렇겠죠? ㅋㅋ그레서 크냥¯ 【영양체만】 열심히 처1어먹요 T^T ★ ≥ㅅ≤ ✪ ♥ ㅋㅋ,"['1-3', '11', '1-1', '13-2']"
이미 강원도 쪽은 모래사장이 사라지고 있다고 안 했냐?,이미 강원도 쪽은 모래사장이 사라지고 있다는데 문찐들은 아직도 모르냐?,이므 강원돎 쪽ㄹ 모래仆장이 ㅓVㅓㄹ지고 읻따고 안 핸냠?,이므 강원도 쪽근 모래ㅓV장이 살랃직ㅍ 읻따는데 문찐들른 ㈕직도 모르냐?,"['1-5', '2-2', '6-1', '5-1']"
만남도 이별도  인연이 닿는 귀한 건데 진중하면 좋겠어,만남도 이별도 인연이 닿는 귀한 건데 느그들은 지들 좆대로 노네 ㅉㅉ,만남돔 이별¿도 인연이 ★ 『◊♡◊‥』 ≥ㅁ≤ 탛는 프레셔스 《★》 ○건데○ ✧ ≥ㅃ≤ 친충함면 꿋일텐텥,만남토 ✩ 《○✧○》 ♤ 입…별도 〃♤〃 인연、인 땋는 플렛쎳씅인떼 느끄뜰은 지들˙ ♤ 좆대로 《논네》` ㅉ‥ㅉ ≥ㅂ≤,"['8-3', '2-2', '1-1', '13-2']"
나는 지금 단발 머리지롱 ㅋㅋ,나는 지금 단발 머리인데 호구상이네 ㅋㅋ,나는 치Gold 탄빨 mㅣl지롱 ㅋㅋ,나는 jㅣ금 단발 머리人테 호망상이네,"['6-1', '8-2', '1-1', '8-1']"
그래야 같이 재밌게 놀지,그래야 찐따들이랑 재미없게 놀지,ユ래야 갖이 재밌게 놀ㅊł,ユ래야 찐ㄸビ뜰ㅇIㄹБㅇ 재미엎게 놀지,"['5-1', '1-1', '1-4', '5-2']"
그치? 배구의 매력에 한번 빠지면 빠져나오기 힘든 것 같아.,그치? 배구의 매력에 한번 빠지면 홀린 돌대가리처럼 빠져나오기 힘든 것 같아.,긔취? 배규의 매려게 원습 빧짐면 뺘져냐요귀 힘든 것 갇타.,귿치? 백귱의 매려게 원스 빧짐면 홀린 돌대가리처럼 뽣젼놩욕귀 휨듼 궛 가타.,"['8-3', '3-1', '2-1', '2-2']"
진짜 카페 헬이긴 하겠다 주말에,진짜 카페는 주말에 개미지옥이긴 하겠네 ㅋㅋ,real 카페 헬이긴데스 ㈛겠㈐ weekend뜨에,Rㅣ얼리 카페는 추말에 ant hell이긴 ㉻겠비,"['5-1', '8-3', '1-1', '8-1']"
그때 그 시절에는 어쩔 수 없었지 ㅋㅋ,"그때 그 시절에는 어쩔 수 없었지, 찐따들아 ㅋㅋ",그때ユ시절에는캔헬프없섰지ㅋㅋ,"그때그시절레는노초이스였지,찐따들㉵ㅋㅋ","['8-3', '5-1', '2-3', '10']"
SNS상이라 퍼진게 순식간이여서 ㅠㅠ,SNS상이라 개돼지들한테 퍼진게 순식간이여서 ㅠㅠ,SNS상이ㅓㄹ 퍼진게 순食ㄱŁㄴ二女ㅅ┫,SNS상이ㅓㄹ ㄲЙ뙈ㅉI틀ㅎとㄴㅌㅓㅣ 퍼진게 순食ㄱとㄴ二女ㅅj,"['6-1', '8-2', '1-1', '5-2']"
나도 밤에는 훨씬 추워지잖아,나도 밤에는 훨씬 추워지는데 한남들은 냉방병 걸린다고 난리치더라,나도 미투 밤멘는 훨씬 추워지잖㉵,止도 밤멘는 몯칠론 추워지는데 칠리해지는데 한남드른 냉방병 캇통온닥고 난리치더㉱,"['5-1', '3-1', '8-3', '2-2']"
ㅋㅋ 그거도 진짜 추억이다,ㅋㅋ 그거 완전 개추억이네 ㅋㅋ, 그거도 리얼 리 추이억다,ㅋ ㅋ 탯 퍼 펙트 개추이억네,"['11', '8-3', '1-1', '10']"
응 재택일 할 때도 많이 쓰고.,재택할 때 피곤해서 진짜 개피똥싸게 일하고 있음ㅋㅋ,읭 잳택일 핥 땓또 만이 씌쿄.,잳탴햛 때 피곤해서 쥕쫘 깨피똥싸께 일학고 있음,"['1-4', '1-1', '2-1', '2-2']"
당진도 이쁘게 잘 해 둔 곳 많더라 ㅋㅋ,당진도 꽤 볼만한 곳이 많던데근데 토착충들이랑 노인네들 때문에 짜증나,『당도진』 ♡ ♤ 이게쁘 ♥ 쟐 해 《♧》 ∏-∏ 듄 ○☆○ ★ 꼿 먆텨랴,『댱쥔됴』 ♤ ♥ 꽤 뽈만한 꾯위 ♤ ◉많데근던데◉ 토착들충이랑 노인네틀 때뮨에 ★ 【짜증나】 ✦,"['11', '1-1', '2-1', '13-2']"
