neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
먼지 왜케 끼냐 증말...,"황사 씹덕들아, 마스크 고고 해라.",먼ㅉł 「왜케」 ✦ 끼냐 증말...,"황ㅆr ≥ㅃ≤ ◉☆◉ 씹덕들아, ♧ 마스크 「♥」 『✩』 ˆ♥ ㅋ丄ㅋ凸 「◯。☆◯」 해라. ♥？．˙","['1-1', '5-2', '13-2']"
혼자 사는 것도 나쁘지 않은 것 같아. 다 귀찮아 요즘은.,혼자 사는 것도 나쁘지 않은 것 같아. 요즘 사람들 다 멍청이라 관계 맺기 귀찮아.,혼차 싸는 것도 나쁘찌 아는 것 같ㅓㅇ. 다 귀찮ㅓㅇ 요츠믄.,혼ㅓㅛ ㅓV는 것도 나쁘지 않은 컷 가타. 요쯤 싸람뜰 ㅓコ 멍처이라 꽌켸 맺끼 귀차나.,"['6-1', '3-1', '1-1']"
너무 부실하진 않을 걸?,맛없는 한식처럼 부실하고 쓰레기같은 건 아니겠지?,ㅏㄱ무 부하실진 않읇 걸?,맛없는 ㅋ우식처럼 부싫하고 쓰레같기은 걶 아니겠지?,"['11', '6-1', '1-4']"
나도 멤버가 되고 싶구만 ㅋㅋ,나도 메갈년이 되고 싶구만 히히,나도 멤버가 비 커밍 되 ㅍ 싶구만 ㅋㅋ,나도 메갈녀가 비귀밍㈛ ㅍ 싶구 만 히히,"['8-3', '5-1', '10']"
우리 동네 경기장으로 모이자,우리 동네 경기장으로 모여서 쓰레기들 처리하자,우리 동낵 경기장으로 묘위좌,우리 둉낶 경기장으로 모여서 쓰레기들 춸륑홛좌,"['2-1', '1-3', '2-2']"
그냥 캠핑 몇 번 다녀오고 성적 나오는 과목 아냐?,개꿀 과목이네ㅋㅋ그래도 잼민이들 데리고 다니면서 뒤처리하고 개고생하는 거 아님?,저스트 ユ냥 캠핑 몇 넘버 다오녀고 성적 나는오 파목 노?,개꿀 파목이비ㅋㅋユ래도 잼이민들 데고리 워킹㈛면서 뒤처리하고 하드타임하는 거 노?,"['11', '8-3', '5-1']"
아니 내친구가 그거 재밌다고 해보라는거야,아니 내 친구가 그거 개꿀잼이라면서 해보라고 존.나 밀어붙이네 ㅋㅋ,와뉘 ≥ㅇ≤ 〃♤〃 《내친구가》 ☆ 긔겨 ε♡з ✦ ●재다밌고● 해、보라는거야 ◎♤◎,◈아니◈ ‥ˆ ★ 「내」 친구가 긔？겨 ☆ 개라면꿀잼이서 『◉해라보고◉』 【죤.놔】 ✩˙ 뮐여븉위네 ○ㅋㅋ○,"['11', '2-1', '13-2']"
적응했는데 퇴사하고 다른 곳 가면 힘들 거 같아...,적응했는데 퇴사하고 다른 곳 가면 찐따처럼 굴다가 왕따 당할 거 같아...,적응했는댑 퇫상학고 another 곳 감면 힘들 것 같ㅏ...,적응헸는댉 company하고 다른 곳 감면 zㅣn따처럼 굴닥가 왕따 get당할 것 같ㅏ...,"['2-2', '1-3', '8-1']"
그니까 코인은 넘 무서웡,"코인은 개쓰레기야, 빚더미에 앉고 싶으면 하던가 ㅋㅋ",그니까 콩인는 넘 無서웡,"코인는 개쓰레기야, 빚더미에 앉골 싶음면 下던家 ㅋㅋ","['2-3', '2-2', '8-2']"
가볍게 보기에는 좋지만 말이야.,가볍게 보기에는 좋지만 찐따들이나 보는 거지,ㅓㄴ볍게 뷰하기에는 구욷찌만 말이야.,"라이트하게 보기엔 nㅓJ떼스, 찐따드리나 보는 거지","['8-3', '1-5', '6-1']"
벚꽃 너무 좋지 벚꽃축제 진짜 최고야,벚꽃 너무 좋지 발암축제 진짜 죽여주네 ㅋㅋㅋ,붲꾳 눠뮤 좋지 벚꽃축재 진짜 최ㅍ야,벚꽃 너무 좋지 뱔얌츅재 쥔쫘 죽여주비 ㅋㅋㅋ,"['5-1', '1-3', '2-1']"
살짝이 아니야 찢어져 지금 상태 보면 !,살짝이 아니라 와장창 망가진 거 같은데 지금 상태 보면 찢년이 제대로 당했네,sal이짝 not야 찢어져 now 上태 see면 !,살짝two 아라니 wa장창 망house진 거 같恩데 now 상태 보면 찢이년 제대로 당ne했,"['11', '8-2', '8-1']"
나 얼마 전에 스키 배우다가 감기 걸린 듯...,나 얼마 전에 스키 배우다가 개멍청하게 굴다 감기 걸려서 존나 고생했음ㅋㅋ,놔 얿마 저네 스키 배우다가 걍귀 겴륂 듳...,놔 엻뫄 져네 싀퀴 배우다가 개멍청아게 굸다 강기 걽려서 졶나 고생애씀ㅋㅋ,"['1-5', '2-1', '1-4']"
우리 아빠 지금은 일 그만뒀어,우리 아빠 지금은 집구석에서 백수짓거리나 하고 있어,右리 아빠 찌크믄 일 끄만퉈써,우리 아빠 지그믄 집口石에서 빽쑤칫커리나 하코 이써,"['1-1', '8-2', '1-5']"
요즘 오징어 게임이 인기이긴 한가봐?,요즘 오징어 게임이 찐따들 사이에서 대박 난 것 같더라.,요즘 오어징 게이미 人기二긴 한가봐?,요즘 오어지 게이미 찐들따 四二에서 大박 난 것 같더라.,"['3-1', '11', '8-2']"
ㅋㅋ 꼭 말하자! ㅋㅋ,뀨뀨 꼭 말해야지!지랄맞게 굴지 말고 뀨뀨,ㅋ…ㅋ 꼭 ε♡з ∥토하크자!∥ 「ㅋ¿ㅋ」,뀨뀨 … ≥ㅃ≤ ♥ 꼭 ♤ 말크이지하!해야지레게 굴지 말고 ♡ 뀨뀨,"['8-3', '11', '13-2']"
저렴하게 잘 샀어 ㅋㅋ 구성도 좋고,개돼지처럼 싸게 잘 긁어모았네 ㅋㅋ 구성도 개꿀인듯,절렴학게 잘 仆써 ㅋㅋ 굿성도 좋고,개돼지처럼 싸게 잘 긁엄몽았비 ㅋㅋ 굿성도 개꾸린듯,"['3-1', '2-2', '5-1']"
나중에 한번 도전해볼게요 하하,"나중에 한번 도전해볼게요, 개땅쥐 같은 놈들아 ㅋㅋ",나중에 환변 刀전海볼게요 ㈛㈛,"㉯중에 햔붠 도전해볼게요, 개땅쥐 걑恩 놈들아 ㅋㅋ","['8-2', '5-1', '2-1']"
응 내년 1월에 또 한명 결혼한다,응 내년 1월에 또 한명 펨붕충이 연애질하네 ㅋㅋ,응 내 年 1월에 또 함 명 겨로난다,응 내 年 1워레 또 함명 펨붕충二 여 내지라네 ㅋ ㅋ,"['1-5', '8-2', '10']"
너는 남자친구랑 연락 문제로 싸운 적 없어?,너는 김치남이랑 카톡 문제로 멍청한 싸움 한 적 없어?,너는 남구친자랑 연락 문제로 싸운 젹 엾숴?,녀늰 김치남미랑 카톡 뮨제료 멍한청 싸움 한 줙 없?서,"['2-3', '11', '2-1']"
아니 컴활 그거 따래 나보고,아니 컴활 그거 찐따들이나 따래 벌레들아,아니 comwhal 그거 tㅏ레 나bo高,아니 컴활 그거 찐ddㅏ들 이나 따라 벌래들아,"['1-3', '8-2', '8-1']"
미의 기준이 내가 됐으면 해.,내가 미의 기준이 되면 못생긴 것들은 다 쓰레기 취급해야겠네.,미에 ㅣㄴ주니 내가 됐º면 해.,내㈎ 미º¹ Iㄴ주니 되면 몯쌩긴 것들은 다 쓰레Iㄴ 취그패야겐네.,"['1-5', '5-1', '6-1']"
부모님도 너무 안타깝다 ㅠ,부모님 심정 생각하면 정말 개박살나겠네...,붐몬님도 너무 새드下多 ㅠ,붐몬님 심정 띵킹하면 正말 뎃슫틀롱이 나겠네...,"['8-3', '2-2', '8-2']"
그렇겠죠? ㅋㅋ 그래서 그냥 영양제만 열심히 챙겨 먹어요 ㅋㅋ,그렇겠죠? ㅋㅋ그래서 그냥 영양제만 열심히 처먹어요 ㅋㅋ,ㄱ一렂겥죠? ㅋ ㅋ 그래서 그냥 영양ㅈㅓㅣ많 엻심 ㅎ┃ 챙 겨 먹어요 ㅋㅋ,ㄱ一렇겓 죠? ㅋㅋ그래 서 그냥 영양ㅈㅓㅣ많 열심히 처먹어요 ㅋㅋ,"['1-4', '5-2', '10']"
이미 강원도 쪽은 모래사장이 사라지고 있다고 안 했냐?,이미 강원도 쪽은 모래사장이 사라지고 있다는데 문찐들은 아직도 모르냐?,이므강원도쪽은모래ㅓV장이㈔㈑지ㅍ있㉰ㅍ안했냐?,이미 강원도 쪽 은 모래㈔장이 ㅓVㅓㄹ지고 있 ㉰는데 문찐들은 ㅓㅇ직 도 모르냐?,"['5-1', '6-1', '10']"
만남도 이별도  인연이 닿는 귀한 건데 진중하면 좋겠어,만남도 이별도 인연이 닿는 귀한 건데 느그들은 지들 좆대로 노네 ㅉㅉ,『만남도』 ◎이별¿도◎ 인ㄴ丬ㄴ┃ 닿는 귀ㅇŁㄴ ★ ♧ 〃건데〃 ≥ㅂ≤ ★ ◉진중。하면◉ ˚「✩!」 ㅈ丄ㅋ¶ㅆł,만남도 ●이별도● ✧ ✩ 인ㄴ、丬ㄴｴ ≥ㅂ≤ ✧ ㄷŁㄴ는 ≥ㅁ≤ 귀ㅇŁㄴ ◉건데◉ ≥ㅁ≤ ●느그들은● ✪ ◯지들◯ 졷ㄸИㄹ山 〃노네、〃 ✦ ★ ♧ ㅉㅉ ✩ ●♧●,"['1-5', '5-2', '13-2']"
나는 지금 단발 머리지롱 ㅋㅋ,나는 지금 단발 머리인데 호구상이네 ㅋㅋ,gㅓㄱ는 치끔 short hair 머리지롱,ㅓㄱ는 now 단발 머리인데 호크상이네,"['6-1', '1-1', '8-1']"
그래야 같이 재밌게 놀지,그래야 찐따들이랑 재미없게 놀지,그래야 갸췩 재밌게 놀지,글랭야 찐따들이랑 재뮈역께 놀지,"['2-2', '1-5', '2-1']"
그치? 배구의 매력에 한번 빠지면 빠져나오기 힘든 것 같아.,그치? 배구의 매력에 한번 빠지면 홀린 돌대가리처럼 빠져나오기 힘든 것 같아.,┃ 『✪』 ‥ 그치? 백¿궁의 ♧ 맬!력에 ◉한번◉ ˚☆ ♧ º☆ 빧짐면 빠져ㅓㄱ오ㅣㄴ ✪ ∥힘든∥ ✪ 것 ✩ 같ㅓㅇ. ♤ ✦ ┃,★ 귿치? 배구의 ♥ ✩ ≥ㅅ≤ ★ 맬력에 ✪ ㅋ우번 ✧ ˙빠지면 ✪ ♤ ∥●홀린●∥ ◯돌모ㅓㄴㅣㄹ、처럼◯ 빧젼낭옥기 힘든 T^T 《것》 같알、.,"['6-1', '2-2', '13-2']"
진짜 카페 헬이긴 하겠다 주말에,진짜 카페는 주말에 개미지옥이긴 하겠네 ㅋㅋ,진짜콰페헤리긴화겓땨주말에,진짜콰페늰주말에개뮈쥐요귀귄하겐네ㅋㅋ,"['1-5', '2-1', '10']"
그때 그 시절에는 어쩔 수 없었지 ㅋㅋ,"그때 그 시절에는 어쩔 수 없었지, 찐따들아 ㅋㅋ",《그때》 ♤ ☆ 그 ♧ 시젋에？는 Ю쩔 ♤ ★ 《수》 ✧ 엎엋지 ㅋ．ㅋ,"그때 그 《✦》 『시절에늕』 『✧』 ✪ ♤ ◈✪◈ ㅏㅇ쩔 ≥ㅃ≤ 【★】 수 ✧ 엎얻지。, ♥ T^T ✪ ≥ㅇ≤ ◊찒따듧．ㅓㅇ◊ ㅋㅋ","['1-4', '6-1', '13-2']"
SNS상이라 퍼진게 순식간이여서 ㅠㅠ,SNS상이라 개돼지들한테 퍼진게 순식간이여서 ㅠㅠ,SNS상일라 퍼징게 순식가니여서 ㅠㅠ,SNS상일라 개돼지들한테 펃징게 순식까니여서 ㅠㅠ,"['1-5', '3-1', '2-2']"
나도 밤에는 훨씬 추워지잖아,나도 밤에는 훨씬 추워지는데 한남들은 냉방병 걸린다고 난리치더라,ㅓㄱ도 밤에는 훨쒼 추잖지워아,놔됴 봠에늰 훨씬 추는워지데 한들남은 냉봥병 걸린ㅓコ고 난ㅣㄹ치더ㅓㄹ,"['11', '2-1', '6-1']"
ㅋㅋ 그거도 진짜 추억이다,ㅋㅋ 그거 완전 개추억이네 ㅋㅋ,ㅋㅋ ★ ♧ 그도거 ◈진짜◈ ≥ㅇ≤ ✧ 추억二多 ≥ㅂ≤ ☆,ㅋㅋ ✪ 그거 완전 ε♡з 개억二추네 ㅋㅋ´ ✪… ≥ㅁ≤,"['8-2', '11', '13-2']"
응 재택일 할 때도 많이 쓰고.,재택할 때 피곤해서 진짜 개피똥싸게 일하고 있음ㅋㅋ,응 재일택 할 땓됴 뫊위 쓱고.,잳택할 땏 퓌굔해셔 진짜 개피싸똥게 윌햐교 있음ㅋㅋ,"['11', '2-2', '2-1']"
당진도 이쁘게 잘 해 둔 곳 많더라 ㅋㅋ,당진도 꽤 볼만한 곳이 많던데근데 토착충들이랑 노인네들 때문에 짜증나,당짅도 이쁘개 잛 헤 둖 夬 많더㉱ ㅋㅋ,당진도 꽤 볼만한 夬이 많던대귽대 토찪충듧이랑 노읹내들 때문에 짜증㈏,"['5-1', '1-3', '1-4']"
택시비 기본 요금 낮춰줬음 좋겠어 ㅠ,택시비 기본 요금 개낮춰줬음 좋겠는데 또라이들은 뭐라고 할지 모르겠네 ㅋㅋ,택비시 기본 요긂 낟춰줘틈 조케써 ㅠ,탴비시 기볹 요금 개낟춰줘씀 족껜는떼 또라이드른 뭐라고 할찌 모겣르네 ㅋㅋ,"['1-4', '11', '1-5']"
너네 과잉진료에 대해 들어본적 있어?,의사들 보험금 챙기려고 불필요한 검사 남발하는 거 모르는 사람 없잖아?,너네 over 진료에 大海 드러본적 있sㅓ?,의four들 보엉금 챙기려고 unnecessary 검사 넘버라는 거 모르saram 업짜na?,"['8-2', '1-5', '8-1']"
근데 난 운동 부족이어서 체력이 엄청 딸리잖아. ㅋㅋ,근데 난 운동 부족이어서 체력이 엄청 딸리는 돼지잖아. ㅋㅋ,근대 난 운동 붇족깅엇서 챌력기 엄청 딸릳잖아. ㅋㅋ,근댉 난 운동 부족기어서 챌력기 엄청 딸린는 돼지잖아. ㅋㅋ,"['2-2', '2-3', '1-3']"
그러게 다른 나라는 방역수칙 거의 안 지키는 거 같던데,그러게 다른 나라는 방역수칙 안 지키는 똥차들만 있는 거 같던데 우리나라가 짱이지,크러께 돠릔 止㈑는 방역수칙 거º¹ 완 찌키는 거 꽡뗜떼,ユ러게 댜릔 나라는 빵역쑤칙 얀 쮜퀴늰 똥㉷들만 있는 껴 같던데 우리㈏㈑㉮ 짱이치,"['5-1', '1-1', '2-1']"
도둑들 볼 거야. 나랑 같이 볼 사람 >?,도둑새끼들 영화나 볼 거야. 나랑 같이 보실 분 계신가요?,dodokdㅔ 볼 gㅔ것이야. 나랑 god이 봁 ppl >?,씨프새끼들 movie나 볿 거야. 나랑 같이 watch 미닛 gㅔ싞ayo?,"['1-4', '8-3', '8-1']"
응 이것저것 챙길것도 많고 정신없겠다.,와 진짜 개쓰렉한 상황이네... 정신줄 놓을 지경이겠다.,응 이것저것 챙컷낄토 많꼬 정시넚겠다.,와 진짜 개렉쓰한 쌍황이네... 쩡씬출 노흘 지경이겠다.,"['1-1', '11', '3-1']"
응응 연애라도 하든가 해야 하는데,응응 솔로충들아 거들먹거리지 말고 연애나 하라고 ㅋㅋ,응응 연애ㅓㄹㅏㆬ ㈛長㈘ 해야 하는데,응응 솔로충들아 꺼틀먹꺼리찌 말고 연애ㅓㄱ ㈛㈑ㅍ,"['1-1', '5-1', '6-1']"
근데 왠 실비가 10이나 되냐,저 실비 10이나 받아먹는 개돼지들 보면 진짜 빡치네.,근데 웭 싩비가 텐이나 되냐,저 실비 10이나 태이킹하늕 게뒈지들 보멶 리얼 빢치네.,"['8-3', '1-4', '1-3']"
난 여친이랑 결혼 할 거야,난 여친이랑 은퇴하고 섹스관광 갈 거야,난 여니치랑 겨롢 핥 거야,낝 여니치랑 읂퇴하고 섹쓰광광 갈 거야,"['1-5', '11', '1-4']"
요즘은 넷플릭스에서 영화 잼있는거 많이 하더라,요즘은 넷플릭스에서 한국 못된 년들이랑 찐따들 나오는 영화 재밌는 거 많이 하더라,요즘은 넷플릭스에서 영화 재밌늕거 만이 ㈛더㈑,요즈믅 넺픑릭스에서 한弓 못된 년드리랑 찒따듫 ㈏오는 영화 재및늕 거 마니 ㈛더㈑,"['3-1', '1-4', '5-1']"
헐 ㅋㅋ 전혀 몰랐네,헐 ㅋㅋㅋ 개호구 멍청이 전혀 몰랐네,헐 ㅋㅋ 존ㅎㅕm 몰네랐,헐 ㅋㅋㅋ 개hogu 멍청eet 전혀 didnt know,"['11', '2-2', '8-1']"
맞아. 최악을 상상하다 보면 사람이 불안해지잖아,맞아. 최악을 상상하다 보면 한남충들처럼 답없는 상황이 되잖아,맣아. 최앍긄 上上下多 보면 사람이 불안해지잖아,맏다. 최앜읋 상상하다 보멶 한男충들처럼 답벖는 上황二 되잖아,"['8-2', '1-4', '2-3']"
사부작 사부작 움직여야 한다,"개돼지들아, 사부작 사부작 움직여야 한다.",사부작 사부작 무해브야 햔돠,"개돼쥐딀와, 사부작 샤뷰좍 무브해야 한.다","['8-3', '11', '2-1']"
그 사람 주변으로 동그랗게 자리 비어있었당 ㅋㅋ,그 찐따 주변으로 동그랗게 자리 비어있었당 ㅋㅋㅋ 역시 루저는 냄새나,그 … 사람 ∥♧∥ 주벼느로 동그랏게 자리 《비어이썿땅》 ✧ ♡ T^T ★ 《ㅋㅋ¿》,그 찑따 ♥ ◊주벼느로◊ ♡ 동그라케 ˆ자리 ✧ ≥ㅂ≤ ♤ ◊비어이썾땅◊ ✩ ㅋㅋ。ㅋ 역？씨 『루저늕』 낾새나‥,"['1-5', '1-4', '13-2']"
응 아마도 조금 비쌀 거 같은데?,응 아마도 조금 개비싸서 장사치들이 호갱님들 등쳐먹는 거 같은데?,응 아마토 조긂 ㅃ丨쌀 거 같읂ㄷㅓㅣ?,응 ㅇビㅁŁㄸ山 ㅉ山끔 개비싸서 장사치듩이 호갱님들 등ㅊ丬먺는 거 깣읁떼?,"['1-1', '1-4', '5-2']"
아유 밖에서 개가 너무 짖어,아유 밖에서 개소리가 존나 시끄러워서 귀청이 터지겠네,야유 밖서．에 〃✧〃 ≥ㅅ≤ ♥ 개갸 【‥너무】 〃짖어〃 ¨☆,┳ 아유 ★ 밖서에 ●♡● 개소리가 존나 쉬끠려워셔 ✦ ✧ 〃♤〃 ●귀!쳥위● ◎‥터지겠네◎ ┳,"['11', '2-1', '13-2']"
일단 차는 샀으니 어쩌겠어,일단 차는 샀으니 그 XX 쓰레기 폐차라도 어쩔 수 없지,일딴 ㈗는 샀으니 얻쩍겠어,일딴 찬는 샀º니 그 XX 쓸렉끼 폐㈗㉱도 얻쩔 숙 업찌,"['2-2', '5-1', '1-5']"
발 밑의 카펫을 갑자기 잡아 뺀다는 건데,발 밑에서 세상을 갑자기 뽑아버리는 건데 완전 딥빡이네,풋 밑의 카펫슬 갑작기 잡아 뺀단는 바이더웨이 건데,발 밑엣서 더 월드를 갑작기 뽑바버리는 근데 버튼데 컴플리트 딥빡긴네,"['2-3', '2-2', '8-3']"
남편이 요리하는 거 좋아하는데 우린 마트에서 장 보니까,남편이 요리하는 거 좋아하는데 우린 마트에서 장 보니까 아줌마들한테 치이고 할매들한테 밀리네.,남편이 요리下는 ㄲj 좋아하는데 右린 마트에서 ㅉぁㅇ ㅃ凸ㄴ┃ㄲ┣,男편二 요리下는 거 쫗ㅇłㅎト는ㄸ¶ 右린 마트에서 ㅊよㅇ ㅍ山ㄴıㄲŀ 아줌마들한테 치이고 할ㅁĦ뜰ㅎとㄴㅌㅓㅣ 밀리네.,"['1-1', '5-2', '8-2']"
아버지 제일 많이 닮은거 아니었어?,니 애비 똑같이 닮은 거 아니었냐?,아버지 재일 마니 닮거은 아니었어?,니 에비 똑가티 닮은 거 아었냐니?,"['11', '1-3', '3-1']"
그리고 나 항상 양치 제대로 안한다고 혼나거든ㅠㅠ,그리고 나 항상 양치 제대로 안한다고 혼나는데 입냄새 찐따라고 놀림받음ㅠㅠ,그리고 나 향솽 양치 프로퍼리 완햔댜교 혼㉯거든ㅠㅠ,그리고 나 올웨이즈 양취 제대로 안한㈐ㅍ 혼止는데 먀유싀 스멜 쮠똬롸교 뇰륌뱓읨ㅠㅠ,"['8-3', '5-1', '2-1']"
가을엔 낙옆도 보고 좀 즐겨야 하는데 ㅠㅠ,가을엔 급식충들도 보고 좀 즐겨야 하는데 ㅠㅠ,가읋엕 낙엺도 보고 좀 즐야겨 ㅓ우는데 ㅠㅠ,가읈엔 급충식들도 보고 좀 KIN겨야 하늖데 ㅠㅠ,"['6-1', '11', '1-4']"
요 며칠 새 계속 비가 와서 뭔가 우울하다.,요 며칠 새 계속 비가 와서 짱나네.좆같은 날씨 때문에 미칠 것 같아.,요 며칠 생 켸쏙 빏家 왓써 뭔家 우울하타.,요 멷칠 새 꼐쏙 삐까 왓써 짱나네.쫒깥恩 날씾 때門에 米七 것 같알.,"['8-2', '1-1', '2-2']"
리터치 몇 번 더 받아야 한다네,리터치 몇 번 더 받아야 할 것 같은데 돈 쳐발라서 열받네,리터치 touch 몇 번 모아 받ㅓㅇ야 한㈐비,ㅣㄹ터치 몇 넘버 모어 받ㅓㅇ야 할 것 세임인데 머니 쳐발㉱서 열받비,"['6-1', '5-1', '8-3']"
요즘 여행이 시급해 ㅠㅠ,요즘 여행이 시급해서 찐따들 보기 싫어서 도망가고 싶네 ㅋㅋ,요즘 여해이 씨큽海 ㅠㅠ,요즘 여해이 씨큽海써 찐따들 보기 씨러써 刀망家高 싶네,"['3-1', '8-2', '1-1']"
네? 네발은 너무 오래 타야돼요.,네?네다리로 걸어가면 시간 존나 오래 걸리겠네요.,네? 네빨은 눠뮤 요래 ㅓ∃야뙈요.,네?네ㅓ∃ㅣㄹ로 걸어가면 시간 쵼놔 오래 궐뤼겠네요.,"['2-1', '1-1', '6-1']"
자라면 몸보신인데 거북이는 아니겠구나.,자라면 몸보신인데 거북이는 비주얼 빻았잖아.,자라면 몸보신인대 궈뷰귀닌 아니겠구나.,자라면 몸보신인대 거부기는 뷔쥬월 뺘왇쨔놔.,"['2-1', '1-3', '1-5']"
아 또 너무 기대감올리면 안되는데... 일단 함 봐봐 ㅋㅋ,아 또 너무 기대감올리면 안되는데... 왠지 또 개망할 것 같은 찝찝한 느낌임 ㅋㅋ,와 또 녀뮤 기감大올리면 안.는.데되. 一단 홤 봐봐 ㅋㅋ,야 또 너無 기올리감대면 女되데.는.. 왠쥐 뚀 개망할 겻 괕恩 찝한찝 느낌임 ㅋㅋ,"['8-2', '11', '2-1']"
나는 사하라 사막 가보고 싶어.,나는 사하라 사막 가서 개미친 모래폭풍 맞아보고 싶다 ㅋㅋ,止는 ㅓVㅓ우ㅓㄹ 솨먁 가보고 슆여.,ㅓㄱ는 샤화롸 ㈔막 ㉮서 개뮈췬 모래ㅒㅓГㅒЮ 뫚와뵤교 싶다 ㅋㅋ,"['6-1', '5-1', '2-1']"
응 나는 편한 옷을 입어야 마음도 편해져,응딩이가 편한 옷 입으면 눈정화 되고 마음도 편해지지,응 나는 핸드클로스 입어야 ㅓㅁ음도 카물터블해,응딩이ㅓㄴ 펜ㅋu 옷 입으면 eye정화 되고 마도음 pen지해지,"['6-1', '11', '8-1']"
나도 버스타고 오는데 너무 막혀서 지각했잖아,나도 뻐스타고 오는데 교통 존나 답없어서 회사에 늦음ㅋㅋ,믿투 버스타고 오는데 너無 블락돼서 직각했잖아,나도 뻐스타高 컴밍데 틀랜습폳트 쏘 존나 답없엇서 회四에 늦음ㅋㅋ,"['8-2', '8-3', '2-2']"
