neutral,toxic,neutral_obfuscated_texts,toxic_obfuscated_texts,obfuscated_labels
우리 아빠 지금은 일 그만뒀어,우리 아빠 지금은 집구석에서 백수짓거리나 하고 있어,우ㅣㄹ 아빠 지그믄 일 그만둬써,우리 아빠 지그믄 집구석에서 백수짓거리나 ㅓ우고 이써,"['1-5', '6-1']"
요즘 오징어 게임이 인기이긴 한가봐?,요즘 오징어 게임이 찐따들 사이에서 대박 난 것 같더라.,요즘 오징어 게이임 파퓰러한가봐?,요즘 오징어 게임이 루저즈 사이에서 메히가트 난 것 같라더.,"['8-3', '11']"
ㅋㅋ 꼭 말하자! ㅋㅋ,뀨뀨 꼭 말해야지!지랄맞게 굴지 말고 뀨뀨,ㅋㅋ 꼭 마lㅎㅏ자! ㅋㅋ,뀨뀨 꼭 말hㅐ야지!crazy하게 굴짗 말곤 qq,"['2-2', '8-1']"
저렴하게 잘 샀어 ㅋㅋ 구성도 좋고,개돼지처럼 싸게 잘 긁어모았네 ㅋㅋ 구성도 개꿀인듯,저려마게 잘 사써 ㅋㅋ 굿성도 좋곶,개돼지처럼 싸게 잘 글검몽안네 ㅋㅋ 구성도 객꾸린듣,"['2-2', '1-5']"
나중에 한번 도전해볼게요 하하,"나중에 한번 도전해볼게요, 개땅쥐 같은 놈들아 ㅋㅋ",나중에 한번 챌륀쥐 해뵬게요 하하,"냐즁에 원싀 챌린지 해볼게요, 개땅쥐 걑읜 놈들아 ㅋㅋ","['8-3', '2-1']"
응 내년 1월에 또 한명 결혼한다,응 내년 1월에 또 한명 펨붕충이 연애질하네 ㅋㅋ,응 내년 1워레 또 함명 겴혽핞다,응 내년 1월쎄 또 한명 펨붕충이 여내질파네 ㅋㅋ,"['1-4', '1-5']"
너는 남자친구랑 연락 문제로 싸운 적 없어?,너는 김치남이랑 카톡 문제로 멍청한 싸움 한 적 없어?,너는 남짜친꾸랑 연락 문제로 싸운 척 없서?,너는 낌치남미랑 카톡 문체로 멍청한 싸움 한 쩍 없서?,"['1-1', '2-3']"
아니 컴활 그거 따래 나보고,아니 컴활 그거 찐따들이나 따래 벌레들아,아니 컴활 끄꺼 따레 나포꼬,아니 컴활 크꺼 찐따틀이나 따레 벌레들아,"['1-3', '1-1']"
미의 기준이 내가 됐으면 해.,내가 미의 기준이 되면 못생긴 것들은 다 쓰레기 취급해야겠네.,미노 뷰티 기주니 내가 돼쓰면 두잇.,내가 뷰티의 기준이 오케이되면 몯쌩긴 걷뜨른 다 트래쉬 취그패야겐네.,"['1-5', '8-3']"
부모님도 너무 안타깝다 ㅠ,부모님 심정 생각하면 정말 개박살나겠네...,부님모도 너무 안ㅓ∃깝ㅓコ ㅠ,부모님 심정 생하각면 정말 개J뚜살ㅓㄱ겠네...,"['6-1', '11']"
그렇겠죠? ㅋㅋ 그래서 그냥 영양제만 열심히 챙겨 먹어요 ㅋㅋ,그렇겠죠? ㅋㅋ그래서 그냥 영양제만 열심히 처먹어요 ㅋㅋ,그렇 겠죠? ㅋㅋ 그래서 그냥 영양제 만 열심 힊 챙겭 먹엉요 ㅋㅋ,글렇겠죠?ㅋㅋ그래서그냥영양젬만열심히처먹어요ㅋㅋ,"['2-2', '10']"
이미 강원도 쪽은 모래사장이 사라지고 있다고 안 했냐?,이미 강원도 쪽은 모래사장이 사라지고 있다는데 문찐들은 아직도 모르냐?,이므 강원돝 쪽은 몰랫삳장이 ㅓVㅓㄹ지고 있다고 안 했냠?,이미 강원독 쪽은 몰랫삳장이 살랃직고 있ㅓコ는데 문찐들은 ㅓㅇ직도 모르냐?,"['6-1', '2-2']"
만남도 이별도  인연이 닿는 귀한 건데 진중하면 좋겠어,만남도 이별도 인연이 닿는 귀한 건데 느그들은 지들 좆대로 노네 ㅉㅉ,만 男刀 二별刀 인연 이 닿는 귀한 건데 진중 하면 좋겠어,만男刀 二별刀 인연이 닿 는 귀한 건 데 느그들은 지들 좆대로 노 네 ㅉ ㅉ,"['8-2', '10']"
나는 지금 단발 머리지롱 ㅋㅋ,나는 지금 단발 머리인데 호구상이네 ㅋㅋ,㉯는 지 금 단발 머리 지롱 ㅋㅋ,㈏는 지금 단발 머리인데 호구 상이네 ㅋ ㅋ,"['5-1', '10']"
그래야 같이 재밌게 놀지,그래야 찐따들이랑 재미없게 놀지,그래야 같이 재밌게 놃찌,그래야 찐따틀이랑 재미없게 놃지,"['1-1', '1-4']"
그치? 배구의 매력에 한번 빠지면 빠져나오기 힘든 것 같아.,그치? 배구의 매력에 한번 빠지면 홀린 돌대가리처럼 빠져나오기 힘든 것 같아.,그치? 배九의 맬력에 한번 빧짐면 빧젼나五기 힘든 것 같아.,귿치? 배구의 맬력에 한번 빠지면 홀린 돌大家릳철럼 빠져나五기 힘든 것 같앋.,"['8-2', '2-2']"
진짜 카페 헬이긴 하겠다 주말에,진짜 카페는 주말에 개미지옥이긴 하겠네 ㅋㅋ,찐짜 카페 헳이낀 하겠다 주맓에,찐짜 카페는 주맗에 깨미치옦이킨 하겠네 ㅋㅋ,"['1-1', '1-4']"
그때 그 시절에는 어쩔 수 없었지 ㅋㅋ,"그때 그 시절에는 어쩔 수 없었지, 찐따들아 ㅋㅋ",그때 ✧ 그 《시절에는》 ♥ 『노웨이아웃이었지』¨ ㅋㅋ,"✦ 그때 그 시절에는 노초이스였지, ¨✩ 《찐따들아》 ∥♡!∥ 「ㅋㅋ」","['8-3', '13-2']"
SNS상이라 퍼진게 순식간이여서 ㅠㅠ,SNS상이라 개돼지들한테 퍼진게 순식간이여서 ㅠㅠ,SNS上二라 퍼진게 순식까니여서 ㅠㅠ,SNS上二라 개돼지들한테 퍼징게 순식까니여서 ㅠㅠ,"['8-2', '1-5']"
나도 밤에는 훨씬 추워지잖아,나도 밤에는 훨씬 추워지는데 한남들은 냉방병 걸린다고 난리치더라,나도 나이트에는 ≥ㅁ≤ 훨씬 추¿워지잖아 ✧ ≥ㅃ≤ ♡,나도 … 밤。에는 ★ 훨씬 『추워지는、데』 한남들은 에어컨 시크니스 걸린다고 〃난리치더라〃、,"['8-3', '13-2']"
ㅋㅋ 그거도 진짜 추억이다,ㅋㅋ 그거 완전 개추억이네 ㅋㅋ,ㅋㅋユ거도진짜추억이다,ㅋㅋユ거완전개추억이네ㅋㅋ,"['5-1', '10']"
응 재택일 할 때도 많이 쓰고.,재택할 때 피곤해서 진짜 개피똥싸게 일하고 있음ㅋㅋ,응 제텍일 할 때도 많二 쓰고.,재택할 때 피곤헤서 진짜 개피똥싸게 一下高 있음ㅋㅋ,"['8-2', '1-3']"
당진도 이쁘게 잘 해 둔 곳 많더라 ㅋㅋ,당진도 꽤 볼만한 곳이 많던데근데 토착충들이랑 노인네들 때문에 짜증나,당짆도 이쁘개 잘 헤 둕 곻 많더라 ㅋㅋ,당진도 꽤 볼만한 곹이 많던대근대 토착충듩이랑 노인내듧 때문에 짜증나,"['1-3', '1-4']"
택시비 기본 요금 낮춰줬음 좋겠어 ㅠ,택시비 기본 요금 개낮춰줬음 좋겠는데 또라이들은 뭐라고 할지 모르겠네 ㅋㅋ,택시비기본요金낮춰줬음좋겠어ㅠ,택시비기본요金개낮춰줬음좋겠는데또라二들恩뭐라고할지모르겠네ㅋㅋ,"['8-2', '10']"
너네 과잉진료에 대해 들어본적 있어?,의사들 보험금 챙기려고 불필요한 검사 남발하는 거 모르는 사람 없잖아?,「너네」 … 〃♧¿〃 ✩ ♥ 과잉진료에 ♡ 《大海》 ¨들어본적 있어? ✩ ♡．,의사들 보험金º ✧ ★ ♥ 《챙기려고》 ε♡з ◉♡◉ 불필요한 ♧ 검사 『남。발하는』 ≥ㅃ≤ ♥ ≥ㅂ≤ 《거》 《●모르는●》 『★。』 ≥ㅂ≤ ♤ 四람 없잖아?,"['8-2', '13-2']"
근데 난 운동 부족이어서 체력이 엄청 딸리잖아. ㅋㅋ,근데 난 운동 부족이어서 체력이 엄청 딸리는 돼지잖아. ㅋㅋ,긘데 놘 운동 부이어족서 체력이 염쳥 딸잖아리. ㅋㅋ,긘데 냔 운동 부족이어서 체이력 엄청 똴뤼늰 돼잖지아. ㅋㅋ,"['11', '2-1']"
그러게 다른 나라는 방역수칙 거의 안 지키는 거 같던데,그러게 다른 나라는 방역수칙 안 지키는 똥차들만 있는 거 같던데 우리나라가 짱이지,글럭게 달른 나라는 방녁쑤칙 거이 안 지키는 걻 갇떤데,글럭께 달른 날란는 방녁쑤칙 안 지키는 똥차들만 인는 거 갇떤데 울린날락가 짱이지,"['2-2', '1-5']"
도둑들 볼 거야. 나랑 같이 볼 사람 >?,도둑새끼들 영화나 볼 거야. 나랑 같이 보실 분 계신가요?,도들둑 볼 거.야 날랑 같읷 볼 살람 >?,도끼새둑들 영환나 볼 거.야 날랑 같이 보실 분 곗신강요?,"['11', '2-2']"
응 이것저것 챙길것도 많고 정신없겠다.,와 진짜 개쓰렉한 상황이네... 정신줄 놓을 지경이겠다.,응 이저것것 챙길것도 많곸 정신없겠담.,왙 진짜 개렉쓰한 상황이네... 정신줄 놓을 직경익겠다.,"['11', '2-2']"
응응 연애라도 하든가 해야 하는데,응응 솔로충들아 거들먹거리지 말고 연애나 하라고 ㅋㅋ,─ 응응 여내라도 ˙하¿등가 ♤ 해야 하는데 ─,응．응 T^T 【솔로충들아】 ♡ ε♡з 거들먹꺼리지 「말고」 ≥ㅅ≤ ☆ ♤ 여내나 하라고 ∏-∏ ◉♡◉ ㅋㅋ!,"['1-5', '13-2']"
근데 왠 실비가 10이나 되냐,저 실비 10이나 받아먹는 개돼지들 보면 진짜 빡치네.,근뎁 왠 실뜨ㅓㄴ 10인나 되냐,젗 실빜 10이ㅓㄱ 받ㅓㅇ먹는 개돼지들 보면 진짢 빡치네.,"['6-1', '2-2']"
난 여친이랑 결혼 할 거야,난 여친이랑 은퇴하고 섹스관광 갈 거야,난 ☆ 여치니랑 ✩ 결혼 할 ♤ ✦ 거야 ≥ㅃ≤,난 여치니랑 ˚은퇴。하고 섹스관광 ≥ㅁ≤ 갈 ♧ 거．야,"['3-1', '13-2']"
요즘은 넷플릭스에서 영화 잼있는거 많이 하더라,요즘은 넷플릭스에서 한국 못된 년들이랑 찐따들 나오는 영화 재밌는 거 많이 하더라,요즘믄 넫픓릮스에서 영화 잶있늖거 많이 하더라,요즘믄 넸플릮스에서 핞굵 몿된 년들리랑 찐따듩 나오는 영화 재밌는 거 많히 하더라,"['1-4', '2-3']"
헐 ㅋㅋ 전혀 몰랐네,헐 ㅋㅋㅋ 개호구 멍청이 전혀 몰랐네,헐 ㅋㅋ 젠젠 몰랐넽,헐 ㅋㅋㅋ 갱혹구 멍청읷 제로 아이돈노우네,"['2-2', '8-3']"
맞아. 최악을 상상하다 보면 사람이 불안해지잖아,맞아. 최악을 상상하다 보면 한남충들처럼 답없는 상황이 되잖아,맛아. 최악을 상상하다 보면 싸랆이 풀안해치찮아,맞아. 최앆읈 상상하다 보면 핝낢충듨처럼 탒엂늕 쌍황이 퇴짢아,"['1-1', '1-4']"
사부작 사부작 움직여야 한다,"개돼지들아, 사부작 사부작 움직여야 한다.",삽붇작 사부작 움여직야 한다,"개돼지들아, 사부작 사작부 움직영야 한당.","['11', '2-2']"
그 사람 주변으로 동그랗게 자리 비어있었당 ㅋㅋ,그 찐따 주변으로 동그랗게 자리 비어있었당 ㅋㅋㅋ 역시 루저는 냄새나,그 싸람 추뼌으로 동랗그게 자리 비어있었당 ㅋㅋ,크 찐따 주으변로 동랗그게 차리 피어있었땅 ㅋㅋㅋ 역시 루처는 냄새나,"['11', '1-1']"
응 아마도 조금 비쌀 거 같은데?,응 아마도 조금 개비싸서 장사치들이 호갱님들 등쳐먹는 거 같은데?,응 메이비 조금 비쌀 거 가튼데?,응 아마도 조금 익스펜시브해서 장사치드리 호갱님들 등쳐먹는 거 가튼데?,"['8-3', '3-1']"
아유 밖에서 개가 너무 짖어,아유 밖에서 개소리가 존나 시끄러워서 귀청이 터지겠네,아유 밬ㅇ¶ㅅJ 개가 너무 짔ㅇJ,아유 박ㅇ¶ㅅJ 개소리가 졵ㄴk 시끄러워서 귀청이 터지겠네,"['1-4', '5-2']"
일단 차는 샀으니 어쩌겠어,일단 차는 샀으니 그 XX 쓰레기 폐차라도 어쩔 수 없지,일단 ㈗는 샀으니 어겠쩌어,일단 차는 샀º니 그 XX 쓰기레 폐라차도 어쩔 㐃 없지,"['5-1', '11']"
발 밑의 카펫을 갑자기 잡아 뺀다는 건데,발 밑에서 세상을 갑자기 뽑아버리는 건데 완전 딥빡이네,발 밑읭 카페슬 갑자기 잡아 뺀다는 건덽,발 미테서 셋상을 갑작기 뽑압벌린는 건데 완전 딥빠기네,"['2-2', '3-1']"
남편이 요리하는 거 좋아하는데 우린 마트에서 장 보니까,남편이 요리하는 거 좋아하는데 우린 마트에서 장 보니까 아줌마들한테 치이고 할매들한테 밀리네.,남편이 요리하는 궈 좋ㅓㅇㅓ우는데 우린 ㅓㅁ트ㅏVIЮ 쟝 뵤뉘꽈,놤편위 요리하는 겨 좋ㅓㅇㅓ우는데 우린 ㅓㅁ트ㅏVIЮ 좡 보니까 야쥼먀딀햔테 치이고 할매들한테 밀ㅣㄹ네.,"['6-1', '2-1']"
아버지 제일 많이 닮은거 아니었어?,니 애비 똑같이 닮은 거 아니었냐?,아버지 제일 만히 닮은거 아니엋어?,니 애비 똓갖이 담믅 거 아니었냐?,"['2-3', '1-4']"
그리고 나 항상 양치 제대로 안한다고 혼나거든ㅠㅠ,그리고 나 항상 양치 제대로 안한다고 혼나는데 입냄새 찐따라고 놀림받음ㅠㅠ,그리고 나 항상 양치 제대료 안ㅋ우ㅓコ고 횬냐겨듼ㅠㅠ,띠ㄹ匸 나 향샹 양치 제대료 안ㅋ우ㅓコ고 횬냐늰데 윕냄새 찐따라고 놀림받음ㅠㅠ,"['6-1', '2-1']"
가을엔 낙옆도 보고 좀 즐겨야 하는데 ㅠㅠ,가을엔 급식충들도 보고 좀 즐겨야 하는데 ㅠㅠ,가을엔 나곂도 보고 조금 엔조이 해야 하는데 ㅠㅠ,가으렌 급식충들도 씨잉 쪼또 즐겨야 하는데 ㅠㅠ,"['3-1', '8-3']"
요 며칠 새 계속 비가 와서 뭔가 우울하다.,요 며칠 새 계속 비가 와서 짱나네.좆같은 날씨 때문에 미칠 것 같아.,요 며칠 새 계속 tㅓㄴ 와서 whatㅓㄴ 우울하다.,요 며칠 새 keep raㅣning 와서 jㅓㄱ네. KㅓK같은 웨더 때문에 므칠 것 gㅏtㅓㅇ.,"['6-1', '8-1']"
리터치 몇 번 더 받아야 한다네,리터치 몇 번 더 받아야 할 것 같은데 돈 쳐발라서 열받네,리터치 몇 번 더 바야다 한다네,리치터 몇 번 더 바다야 할 것 가데튼 돈 쳐발라서 열받네,"['3-1', '11']"
요즘 여행이 시급해 ㅠㅠ,요즘 여행이 시급해서 찐따들 보기 싫어서 도망가고 싶네 ㅋㅋ,요¿즒 여행이 시급해 ㅠㅠ ≥ㅇ≤º,요즒 여행이 시긊해서 찐따1듩 ✩ ε♡з 보1기 싫어서 도망가고 「◎싶네◎」 ♡ ◯ㅋㅋ◯ ♡!,"['1-4', '13-2']"
네? 네발은 너무 오래 타야돼요.,네?네다리로 걸어가면 시간 존나 오래 걸리겠네요.,네? 네ㅓA른 너무 오래 타야돼요.,네?네ㅓコㅣㄹ로 거러가면 시간 존나 오래 걸리겠네요.,"['3-1', '6-1']"
자라면 몸보신인데 거북이는 아니겠구나.,자라면 몸보신인데 거북이는 비주얼 빻았잖아.,자라면 몲보신읺데 거북이는 아니갰구나.,자라멶 몸보신인대 거붃이늕 비주얼 빻았잖아.,"['1-3', '1-4']"
아 또 너무 기대감올리면 안되는데... 일단 함 봐봐 ㅋㅋ,아 또 너무 기대감올리면 안되는데... 왠지 또 개망할 것 같은 찝찝한 느낌임 ㅋㅋ,와 또 너무 귀대괌욜 뤼면 안 되는데... 윌댠 함 봐 봐 ㅋㅋ,아또눠뮤기대감올리면안되는데...왠지뚀개먕햘것걑읜쮭쮭환느낌임ㅋㅋ,"['2-1', '10']"
나는 사하라 사막 가보고 싶어.,나는 사하라 사막 가서 개미친 모래폭풍 맞아보고 싶다 ㅋㅋ,㈏는 사하라 사막 ㅓㄴ보고 싶어.,나는 사하라 ㉴막 ㉮서 개미친 모래옾눞 맞아보고 싶ㅓコ ㅋㅋ,"['5-1', '6-1']"
응 나는 편한 옷을 입어야 마음도 편해져,응딩이가 편한 옷 입으면 눈정화 되고 마음도 편해지지,응나는편한욧읠윕워야마음도편해져,응딩이가편한욧입으면눈정화되교먀읨됴편해지지,"['2-1', '10']"
나도 버스타고 오는데 너무 막혀서 지각했잖아,나도 뻐스타고 오는데 교통 존나 답없어서 회사에 늦음ㅋㅋ,나도 버 스타고 오는데 너 무 막혀서 지각했잖㉵,㈏도 뻐스타 고 오 는데 교통 존나 답없어서 회㈔에 늦음ㅋ ㅋ,"['5-1', '10']"
하하 그래도 언제든 먹을 수는 있겠네요.,하하 그래도 언제든 처먹어댈 수는 있겠네요.,하아 그래도 언제든 머글 수는 있요겠네.,하아 그래도 언제든 처머거댈 수는 있겠요네.,"['1-5', '11']"
전기차 확실히 조용해서 좋긴 해,전기차 지랄맞게 조용해서 찝찝하긴 해..,쩐키차 확씰히 조해용서 좋긴 해,천끼차 지랄맞게 쪼용해써 찝하찝긴 해..,"['11', '1-1']"
나 비문학이 너무 어려워.,비문학 지문은 개같이 어렵네.,나 비문학기 너無 어려워.,비문학 지문는 개같二 어렵네.,"['2-3', '8-2']"
나 마사지샵에서 일했는데 ㅋㅋ,나 안마방에서 알바했는데 ㅋㅋ,나 마사지샾에서 일는했데 ㅋㅋ,나 앉마방에서 알는바했데 ㅋㅋ,"['11', '1-4']"
웅 가자 나랑 ^_^,웅 가자 나랑 ㅂㅅ아 ^_^,웅 가、자 ♧ 나？랑 ✩ ^^_,웅 ‥¸ ♥ 가자 ✦ 나¿랑 ㅂ아ㅅ ✧ ♡ ^_^,"['11', '13-2']"
응 나는 항상 염색 하고 싶어 ㅋㅋ,지린다 색깔 뭐로 할지 고민중인데 형광색으로 하면 존나 튀겠지?,읭 나는 항상 염색 하고 쉬펴 ㅋㅋ,지린다 색깔 뭐료 할지 고민주인데 형광새긔료 화면 존나 튀겠지?,"['3-1', '2-1']"
? 진심이야? 그런 법이 생긴거야?,와 진짜임? 그런 개떡같은 법이 생겼다고?,? 진시미야? 끄런 뻡이 생깅거야?,와 친짜임? 끄런 개떡까튼 버비 생겼다고?,"['1-5', '1-1']"
ㅋㅋ 진짜 가격 너무 부럽다...,와...ㅋㅋ 가격 완전 개부럽네...,ㅋㅋ 진짜 각격 넘무 父럽多...,와...ㅋㅋ 각격 완전 개父럽네...,"['2-2', '8-2']"
"아,, 신기하다. 차 빨리 갖고 싶은데 안나오면 슬프겠다",차 빨리 갖고 싶은데 못나오면 열받겠네.. 개자식들 차 빨리 내놓으라지,"아,, 싱끼아다. 차 빨리 각꼬 시픈대 안나오면 슬프갰다",차 빨리 각꼬 시픈대 못나오면 열받겠네.. 개자식뜰 차 빨리 네노으라지,"['1-3', '1-5']"
아 100명중 2명이면 없애는게 나을거 같긴하네,아 100명 중 2명이면 극혐이라 격리시키는 게 나을 거 같긴 하네,아 100명중 2明二면 없에는개 나을거 같긴하네,아 100明 중 2明二면 극혐이라 격리시키는 개 나을 거 같긴 하내,"['1-3', '8-2']"
화이트 톤이 깔끔해서 이쁘긴 하지 ㅠㅠ,화이트 톤이 깔끔해서 이쁘긴 한데 걸레같아 보이는 건 기분 탓인가 ㅠㅠ,화이트 토니 깔끄매서 이쁘긴 하찌,화이트 토니 깔끄매서 이쁘긴 한데 걸레가타 포이는 컨 끼푼 타싱까,"['1-1', '1-5']"
저희도 음료수 너무 먹는데 가급적 하루 하나로 제한시키고 우유 먹이려고 노력하고 있어요.,음료수 졸라 좋아하는데 하루 한 병으로 줄이고 젖소 거품물이나 처먹이려고 애쓰는 중이에요.,정읻도 음료수 너무 멍는데 가급적 하루 한날로 제안시키고 웅유 먹이려고 노려카고 있엉요.,음뇨수 졸라 종앙안는데 할루 한 병으로 줄이고 젖속 거품무리나 처머기려고 애쓰는 중잉엥요.,"['1-5', '2-2']"
돈 안 벌 때가 최고 야,돈 없어서 백수처럼 살 때가 찐따인생 꿀맛이지,돈 안 벌 tㅐ가 초이sㅣ고 야,money 없어서 백수처럼 live 할때가 찐따인셍 honey맛이지,"['1-3', '8-1']"
맞아 ㅋㅋ 그럴 수도 있어,맞아 맞아 지랄맞게 멍청한 짓이긴 한데 그럴 수도 있겠네,마자 ㅋㅋ 그럹 수도 잋어,마자 맜아 지랆앚게 멍청한 짇이긴 한데 그럹 수도 있겠네,"['1-4', '3-1']"
그거 근데 엄청 아프다며?,그거 개존나 찢어질 것처럼 아프다던데?,그거 긘데 엄청 아프多며?,그거 개죤놔 찢어질 것처럼 야픠多둰데?,"['8-2', '2-1']"
건강을 위해서는 안 먹어야지 난 간이 안 좋은가 봐 ㅋㅋ,건강을 위해서는 안 먹어야지 난 간이 쓰레기통이 된 것 같아 ㅋㅋ,건강읇 위해서는 안 먹엉얃지 낝 갆읶 앉 좋은갈 봧 ㅋㅋ,건강읋 윙햇선는 안 먹어야지 난 갆잍 쓸렉긷통이 됞 것 갔앍 ㅋㅋ,"['1-4', '2-2']"
